time_sec,dbfs
35.9,-37.095530062393955
36.0,-39.32228424108689
36.1,-41.18012834227333
36.2,-40.25286986765381
36.3,-41.37856247424814
36.4,-41.12438494786165
36.5,-36.17441278891776
36.6,-35.63369097094086
36.7,-35.65465784597739
36.8,-36.21828312718878
36.9,-36.27996894850557
37.0,-37.69598692688936
37.1,-37.32398568522116
37.2,-37.169103435692264
37.3,-38.343247046490184
37.4,-38.29390686815315
37.5,-35.82080426013257
37.6,-37.5107880177592
37.7,-36.51111856414766
37.8,-36.66445432573317
37.9,-36.35039481067038
38.0,-37.87794239412969
38.1,-36.902207666917015
38.2,-37.01953199513013
38.3,-37.62294966061944
38.4,-39.85857789039049
38.5,-39.78869804100286
38.6,-39.747980123882854
38.7,-39.199891402494224
38.8,-39.18536754989272
38.9,-39.72929590705399
39.0,-38.90064632517314
39.1,-38.15755130592248
39.2,-38.074403802021585
39.3,-40.68750125734873
39.4,-38.19587919697701
39.5,-38.402015753354256
39.6,-39.43579513722011
39.7,-39.460884061308995
39.8,-41.84061790890464
39.9,-40.823645926414855
40.0,-36.88471376746055
40.1,-38.64445422056866
40.2,-39.65315874816123
40.3,-37.75020473460539
40.4,-38.69236687084582
40.5,-38.0219067552095
40.6,-37.572001714739635
40.7,-37.456344168082126
40.8,-36.17415342573438
40.9,-33.73830260835079
41.0,-38.56628435201608
41.1,-37.31060851083211
41.2,-37.55035958036626
41.3,-36.40995172776116
41.4,-36.710362245429835
41.5,-33.74910675839334
41.6,-33.70518916446041
41.7,-35.14164679776388
41.8,-34.52273440457736
41.9,-33.7583067192327
42.0,-32.651624629677244
42.1,-33.46342571762938
42.2,-35.67467674265434
42.3,-37.446130192236716
42.4,-37.63620722671811
42.5,-36.373970923901645
42.6,-35.78140708380697
42.7,-36.33326239996394
42.8,-39.16573096314973
42.9,-36.55425814290053
43.0,-36.87057101484941
43.1,-38.99370906346414
43.2,-37.46963850725542
43.3,-34.47598934662946
43.4,-35.68609175668054
43.5,-35.374707940597794
43.6,-32.209790048832524
43.7,-35.814687452565224
43.8,-37.61947601770569
43.9,-36.19602861090941
44.0,-34.782617885943125
44.1,-32.566563161147414
44.2,-33.64305124771833
44.3,-36.24462947821858
44.4,-37.07916613916579
44.5,-34.312276373348155
44.6,-34.28980402374266
44.7,-34.790784376120826
44.8,-32.403376130634406
44.9,-32.52599193204089
45.0,-35.10527917866183
45.1,-34.16975463995561
45.2,-38.575509136448986
45.3,-35.455229580097466
45.4,-32.65959223293722
45.5,-31.933626205345497
45.6,-37.16417501972684
45.7,-37.35419913840008
45.8,-36.35066613784431
45.9,-38.32339939735091
46.0,-37.86537578216518
46.1,-38.92171172044888
46.2,-38.691769601534524
46.3,-40.079936562761034
46.4,-40.649263356130916
46.5,-40.00768767356086
46.6,-35.82971083114772
46.7,-36.80137257087346
46.8,-37.644759519492126
46.9,-38.181158151137026
47.0,-36.07128681264067
47.1,-39.314649849849154
47.2,-37.9656650134988
47.3,-40.42888138747898
47.4,-40.12862920575194
47.5,-41.59847706683632
47.6,-36.73156072362394
47.7,-37.42541282215774
47.8,-36.06263060286621
47.9,-36.88246549913782
48.0,-38.59298337762517
48.1,-41.507345135450905
48.2,-40.793300608512276
48.3,-39.55298449497499
48.4,-39.9126462176154
48.5,-38.29727074630543
48.6,-39.72453671073177
48.7,-35.55751931175011
48.8,-35.09338055520384
48.9,-34.491918202190575
49.0,-38.66540919925567
49.1,-38.34850510266098
49.2,-36.32068600899683
49.3,-37.73304211821204
49.4,-38.718015048979176
49.5,-40.76667156343901
49.6,-41.49722526239421
49.7,-40.05500370001628
49.8,-40.87862178416411
49.9,-39.83875607237706
50.0,-40.24523806013047
50.1,-38.87944674033576
50.2,-40.05568022023261
50.3,-39.49597501855492
50.4,-38.12043508388036
50.5,-39.43386542700791
50.6,-40.59048762054723
50.7,-38.733380655435106
50.8,-38.04190338523297
50.9,-36.88731456569785
51.0,-38.756245620020906
51.1,-38.35779792462628
51.2,-37.321678795229694
51.3,-32.44257495900753
51.4,-37.02756410754483
51.5,-39.78862936889938
51.6,-36.33042430648557
51.7,-36.67282339177667
51.8,-33.65094132217587
51.9,-36.892027816766145
52.0,-35.68167479848337
52.1,-37.032125338357865
52.2,-38.6891362924207
52.3,-37.981248647085685
52.4,-41.058182522572366
52.5,-38.83898989006466
52.6,-39.4505943618349
52.7,-38.18404290430784
52.8,-36.006608354371956
52.9,-35.97596367029365
53.0,-36.76181036024594
53.1,-37.58971873211044
53.2,-37.957053552754665
53.3,-39.711618038272746
53.4,-37.0230047454355
53.5,-39.827283438713394
53.6,-40.99347373136287
53.7,-36.21168665466953
53.8,-38.76841430878343
53.9,-35.54509802362409
54.0,-34.7092490421342
54.1,-36.294102766634126
54.2,-37.43888475731217
54.3,-37.23302909042808
54.4,-39.249145587390124
54.5,-37.04170812519892
54.6,-37.717290428941055
54.7,-38.029897920900765
54.8,-37.648257791420875
54.9,-36.83668720306408
55.0,-37.428237341168966
55.1,-38.96286901005429
55.2,-35.20377746227612
55.3,-36.82236820287861
55.4,-38.852876052826645
55.5,-36.91084274592876
55.6,-39.01276087413808
55.7,-39.85408629729826
55.8,-38.70710337671926
55.9,-37.79282882671825
56.0,-38.10093454898376
56.1,-37.78745911788
56.2,-39.46283220559763
56.3,-38.824237009783374
56.4,-37.94467138863602
56.5,-40.851334342207
56.6,-37.417998071814836
56.7,-37.61580980185846
56.8,-40.26489488326944
56.9,-38.463442110556706
57.0,-37.16878794781313
57.1,-37.45939750720921
57.2,-35.78446645577649
57.3,-35.55858873769774
57.4,-36.6125986967113
57.5,-37.88827573943251
57.6,-40.92011244967309
57.7,-39.16009371480533
57.8,-39.03712138140383
57.9,-37.79577456514112
58.0,-38.46094896937661
58.1,-35.745591739051044
58.2,-35.673510940114156
58.3,-37.630746768608326
58.4,-34.33748494927705
58.5,-34.88528198000694
58.6,-35.89313291033523
58.7,-38.164671543260184
58.8,-37.968971162471945
58.9,-37.14056163959315
59.0,-40.27484980443728
59.1,-39.46518853924563
59.2,-39.81814446059109
59.3,-38.878231539184576
59.4,-40.37354588983398
59.5,-39.85139979888377
59.6,-39.120344642752144
59.7,-37.64709406401556
59.8,-37.15300930268484
59.9,-38.00250430621713
60.0,-41.07130909330894
